date,tavg,tmin,tmax,prcp,wspd,wpgt,pres,tsun
2024-01-01 00:00:00,-0.7,-6,3.3,0,4,,1017.8,
2024-01-02 00:00:00,-3.1,-8.2,4.4,0,4.7,,1017.3,
2024-01-03 00:00:00,-0.2,-7.1,6.1,0,3.2,,1015.4,
2024-01-04 00:00:00,1.3,-6,6.7,0,14.8,,1014.8,
2024-01-05 00:00:00,-3.8,-7.7,0.6,0,15.1,,1022.8,
2024-01-06 00:00:00,-0.2,-4.3,1.7,1.8,9,,1021.9,
2024-01-07 00:00:00,-2.9,-6,0.6,2,18,,1008.1,
2024-01-08 00:00:00,-3.4,-9.9,1.1,0,7.6,,1024.6,
2024-01-09 00:00:00,-3.6,-12.1,5,20.1,10.4,,1024.9,
2024-01-10 00:00:00,8.1,5,12.2,49.8,19.8,,991,
2024-01-11 00:00:00,4.2,1.7,6.7,0,14.4,,1008.7,
2024-01-12 00:00:00,3.5,-2.7,8.3,0,9.7,,1020.3,
2024-01-13 00:00:00,7.6,2.8,15.6,27.9,24.8,,997.3,
2024-01-14 00:00:00,0.6,-4.3,3.9,0,23.8,,1009,
2024-01-15 00:00:00,-4.1,-7.7,-1,0,8.3,,1022.7,
2024-01-16 00:00:00,-3.7,-6,-2.1,0.3,11.2,,1012.4,
2024-01-17 00:00:00,-6.9,-10.5,-3.8,0,14.8,,1011.5,
2024-01-18 00:00:00,-5.8,-9.9,-1.6,0,13,,1019,
2024-01-19 00:00:00,-6.2,-11,-2.1,0,10.8,,1012.1,
2024-01-20 00:00:00,-9.7,-11.6,-7.1,0,19.4,,1011.4,
2024-01-21 00:00:00,-7.9,-11,-3.2,0,18,,1023.4,
2024-01-22 00:00:00,-3.4,-13.2,2.8,0,12.6,,1030.7,
2024-01-23 00:00:00,1.9,-0.5,3.3,0,7.9,,1031.4,
2024-01-24 00:00:00,0.4,-1,2.2,13.2,1.4,,1033.6,
2024-01-25 00:00:00,5,1.1,10,2.8,6.5,,1021.8,
2024-01-26 00:00:00,3.1,1.7,4.4,15,11.2,,1021.6,
2024-01-27 00:00:00,2.1,0,4.4,0,4.7,,1023.5,
2024-01-28 00:00:00,1.3,0.6,2.8,9.4,9.4,,1014.8,
2024-01-29 00:00:00,0.6,0,1.1,2,16.2,,1010.6,
2024-01-30 00:00:00,-2.5,-4.3,0,0,11.2,,1024.6,
2024-01-31 00:00:00,-1.8,-3.8,0.6,0,6.1,,1021.7,
2024-02-01 00:00:00,1.7,-0.5,3.9,0,6.5,,1015.7,
2024-02-02 00:00:00,2.5,0.6,5,0,7.9,,1013,
2024-02-03 00:00:00,-0.2,-2.7,2.8,0,16.6,,1017.4,
2024-02-04 00:00:00,-1.2,-7.1,5.6,0,13.3,,1015.2,
2024-02-05 00:00:00,-0.3,-4.9,4.4,0,14.8,,1014.4,
2024-02-06 00:00:00,-0.6,-4.9,3.9,0,9.4,,1022.9,
2024-02-07 00:00:00,-0.6,-6,6.1,0,5,,1026.8,
2024-02-08 00:00:00,0,-6,8.9,0,2.5,,1027.2,
2024-02-09 00:00:00,3.1,-3.8,10.6,0,9,,1020.8,
2024-02-10 00:00:00,6.7,-1.6,15.6,1.5,8.3,,1009.9,
2024-02-11 00:00:00,6.1,0,9.4,0,12.6,,1011.1,
2024-02-12 00:00:00,2.3,-5.5,8.3,0,6.1,,1012.3,
2024-02-13 00:00:00,-0.2,-2.7,1.1,4.8,12.2,,1003.9,
2024-02-14 00:00:00,-2,-4.3,0,0,27,,1010.5,
2024-02-15 00:00:00,-1.4,-5.5,3.9,0,16.2,,1016.1,
2024-02-16 00:00:00,-0.3,-5.5,3.3,0.3,20.5,,1007.6,
2024-02-17 00:00:00,-2.1,-4.9,1.7,0,10.4,,1008.7,
2024-02-18 00:00:00,-2.9,-8.2,2.2,0,13.7,,1010,
2024-02-19 00:00:00,-1,-5.5,2.2,0,13.7,,1019.2,
2024-02-20 00:00:00,-3.5,-8.8,3.3,0,6.1,,1032.6,
2024-02-21 00:00:00,-2.8,-10.5,4.4,0,5.4,,1032.6,
2024-02-22 00:00:00,-0.4,-8.8,7.2,0,8.6,,1017,
2024-02-23 00:00:00,3,1.1,5.6,3.6,2.9,,1001.4,
2024-02-24 00:00:00,0,-8.2,3.3,0,16.6,,1004.8,
2024-02-25 00:00:00,-4.2,-11.6,2.8,0,9.4,,1020,
2024-02-26 00:00:00,3.8,-2.8,12.2,0,12.4,,1017,
2024-02-27 00:00:00,5.7,-3.9,15.6,0.5,9,,1018.4,
2024-02-28 00:00:00,12,1.7,14.4,9.9,26.6,,1005.7,
2024-02-29 00:00:00,-1.8,-4.3,2.2,0,28.4,,1019.8,
2024-03-01 00:00:00,-0.9,-8.8,5.6,0,12.2,,1034.8,
2024-03-02 00:00:00,4.9,-0.5,8.3,30.2,9.4,,1030.7,
2024-03-03 00:00:00,9.2,4.4,16.1,3.6,10.1,,1021.2,
2024-03-04 00:00:00,7.7,3.9,12.2,0,10.8,,1030.7,
2024-03-05 00:00:00,4.5,3.3,6.1,4.3,9.4,,1025,
2024-03-06 00:00:00,7.1,3.3,11.7,11.4,8.6,,1017.7,
2024-03-07 00:00:00,6.1,3.9,7.8,32.3,20.5,,1014.7,
2024-03-08 00:00:00,4.3,-2.7,11.1,0,11.2,,1026.7,
2024-03-09 00:00:00,1.6,-3.8,5.6,6.6,11.2,,1023.3,
2024-03-10 00:00:00,6.8,2.8,10.6,20.3,21.6,,993.5,
2024-03-11 00:00:00,3.5,0,7.8,0,30.2,,996.9,
2024-03-12 00:00:00,6.3,-1.6,12.2,0,18.4,,1006.8,
2024-03-13 00:00:00,5.6,-2.7,14.4,0,7.9,,1014.1,
2024-03-14 00:00:00,7.3,-0.5,17.2,0,6.1,,1017.6,
2024-03-15 00:00:00,5.4,1.7,6.7,1.3,9.7,,1010.3,
2024-03-16 00:00:00,7.6,-0.5,14.4,0,10.4,,1008.8,
2024-03-17 00:00:00,8.3,1.7,15.6,0.3,16.9,,1002.4,
2024-03-18 00:00:00,5,1.1,9.4,0,15.8,,1004.2,
2024-03-19 00:00:00,3.1,-0.5,7.8,0,14.4,,1004.2,
2024-03-20 00:00:00,4.2,-0.5,11.1,1.8,15.5,,1004.6,
2024-03-21 00:00:00,-0.4,-3.2,3.9,0,29.9,,1013.2,
2024-03-22 00:00:00,-0.5,-6,4.4,0,11.2,,1027,
2024-03-23 00:00:00,0.7,-1,3.3,56.4,15.1,,1017.3,
2024-03-24 00:00:00,-0.2,-4.3,5.6,0,15.1,,1023,
2024-03-25 00:00:00,1.3,-2.1,6.1,0,17.3,,1034.1,
2024-03-26 00:00:00,1.9,0.6,3.9,0.3,15.8,,1027.1,
2024-03-27 00:00:00,6.4,2.2,14.4,2.5,5.4,,1020.7,
2024-03-28 00:00:00,8.3,6.1,10.6,37.1,7.2,,1014.1,
2024-03-29 00:00:00,6.1,2.2,10.6,9.9,24.5,,1002.7,
2024-03-30 00:00:00,7.5,2.8,13.9,0,24.1,,1003.6,
2024-03-31 00:00:00,8.6,1.1,14.4,0,10.4,,1010.1,
2024-04-01 00:00:00,6.1,-1,13.3,0,5.4,,1015.8,
2024-04-02 00:00:00,6.1,1.1,10,0.5,13,,1017.3,
2024-04-03 00:00:00,4.1,1.1,6.7,18.8,24.8,,1013.6,
2024-04-04 00:00:00,1,0.6,1.7,28.7,25.6,,997,
2024-04-05 00:00:00,3.5,0.6,7.2,0.3,16.9,,999.9,
2024-04-06 00:00:00,4.1,2.2,7.2,2.5,14.4,,1007.5,
2024-04-07 00:00:00,4.8,-2.1,10.6,0,10.4,,1017.3,
2024-04-08 00:00:00,8.5,-3.2,19.4,0,4.7,,1019.1,
2024-04-09 00:00:00,9.9,0.6,20,0,10.1,,1018.1,
2024-04-10 00:00:00,9.5,1.1,17.2,0.3,9.7,,1020.8,
2024-04-11 00:00:00,8.4,6.7,12.8,2.8,9.7,,1018.3,
2024-04-12 00:00:00,14.5,9.4,17.2,20.6,24.5,,1001.3,
2024-04-13 00:00:00,9.6,7.2,13.3,0.3,21.2,,999.5,
2024-04-14 00:00:00,9.8,5,15,1,11.2,,1009,
2024-04-15 00:00:00,12.9,3.3,22.2,0,9.7,,1009.5,
2024-04-16 00:00:00,11.4,1.7,20,0,10.8,,1018.3,
2024-04-17 00:00:00,9.2,3.3,16.1,0,9.7,,1022.8,
2024-04-18 00:00:00,7.6,6.1,8.9,3.8,12.2,,1022.7,
2024-04-19 00:00:00,9.4,5.6,15,0,13,,1021.7,
2024-04-20 00:00:00,10.7,5.6,15.6,7.6,11.9,,1013.6,
2024-04-21 00:00:00,6.9,1.1,10.6,0,12.6,,1014.3,
2024-04-22 00:00:00,7,0.6,13.9,0,10.1,,1017,
2024-04-23 00:00:00,8.4,-1.6,17.8,0,10.8,,1020.3,
2024-04-24 00:00:00,9.2,1.7,18.3,0.3,17.3,,1013,
2024-04-25 00:00:00,6,-1,13.3,0,9.4,,1026.8,
2024-04-26 00:00:00,7.1,-2.7,13.9,0,7.9,,1032.3,
2024-04-27 00:00:00,10.5,-0.5,18.9,0,9.7,,1031.6,
2024-04-28 00:00:00,13.2,6.1,20.6,1,12.2,,1021.4,
2024-04-29 00:00:00,17.2,10,23.3,0,10.4,,1016.3,
2024-04-30 00:00:00,11.1,8.3,13.9,4.8,12.2,,1016.9,
2024-05-01 00:00:00,8.8,6.7,11.1,1.5,6.1,,1015.4,
2024-05-02 00:00:00,12.5,8.3,23.3,0,13,,1015.6,
2024-05-03 00:00:00,11,5.6,16.1,0,9.4,,1023.3,
2024-05-04 00:00:00,9.4,4.4,13.9,0,10.4,,1028.2,
2024-05-05 00:00:00,9.1,7.2,11.7,10.2,10.8,,1026.6,
2024-05-06 00:00:00,15.8,8.9,25,0.3,7.9,,1015.1,
2024-05-07 00:00:00,17.9,9.4,25.6,0,6.1,,1008.1,
2024-05-08 00:00:00,12.3,7.8,14.4,16.3,4.7,,1003.9,
2024-05-09 00:00:00,13.1,8.9,19.4,0,12.6,,1007.2,
2024-05-10 00:00:00,10.5,3.9,15.6,0,11.2,,1011,
2024-05-11 00:00:00,8.1,0.6,14.4,0,9,,1012.5,
2024-05-12 00:00:00,9.6,2.2,14.4,0,2.9,,1013.2,
2024-05-13 00:00:00,13.9,3.9,20.6,0,9.7,,1016.8,
2024-05-14 00:00:00,17.7,10,26.7,0,15.5,,1015.4,
2024-05-15 00:00:00,17.9,13.9,22.2,5.3,8.3,,1012.8,
2024-05-16 00:00:00,14.6,10,20,7.9,14.8,,1011.6,
2024-05-17 00:00:00,14.8,7.8,22.2,0,13,,1016,
2024-05-18 00:00:00,13.3,11.7,16.7,2.3,15.1,,1017.3,
2024-05-19 00:00:00,13,7.8,15.6,0,13,,1017.8,
2024-05-20 00:00:00,13.8,7.8,21.1,0,6.5,,1018.1,
2024-05-21 00:00:00,20.2,11.7,30.6,0,10.1,,1014.6,
2024-05-22 00:00:00,23.5,14.4,31.7,0,13.7,,1012.7,
